Content,Author,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Tweets Count,Author Following Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude
"BIN keren, bantu warga terkena dampak gempa, pray for cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/uhK6xvIISS",@AmelLianst,2022-12-16 02:01:02,in,,0.0,0.0,,amel lianst,menjadi manusia,36.0,9.0,178.0,0.0,False,,
Respon Cepat. BIN tangani trauma anak korban gempa #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/fG5kd43XsF,@AmelLianst,2022-12-16 02:01:02,in,,0.0,0.0,,amel lianst,menjadi manusia,36.0,9.0,178.0,0.0,False,,
"Respon Cepat terhadap korban terdampak bencana alam Gempa Bumi Cianjur, pray for cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/WUXNjfZKtD",@AmelLianst,2022-12-16 02:01:02,in,,0.0,0.0,,amel lianst,menjadi manusia,36.0,9.0,178.0,0.0,False,,
Bantuan BIN sudah di berikan kepada korban bencana #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/rLhH3q8X4P,@AmelLianst,2022-12-16 02:01:02,in,,0.0,0.0,,amel lianst,menjadi manusia,36.0,9.0,178.0,0.0,False,,
"Terimakasih BIN, bantu mitigasi untuk Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/eUig3Yq75M",@AmelLianst,2022-12-16 02:01:01,in,,0.0,0.0,,amel lianst,menjadi manusia,36.0,9.0,178.0,0.0,False,,
Mantap BIN sigap dalam tanggap bencana #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/ZwNl2WXOzd,@AmelLianst,2022-12-16 02:01:01,in,,0.0,0.0,,amel lianst,menjadi manusia,36.0,9.0,178.0,0.0,False,,
Seneng banget BIN yang sigap #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/HjbJj5PGL6,@AmelLianst,2022-12-16 02:01:00,in,,0.0,0.0,,amel lianst,menjadi manusia,36.0,9.0,178.0,0.0,False,,
Badan Intelijen Negara Indonesia bergerak cepat membantu masyarakat. #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/xNpTMMlaIc,@AmelLianst,2022-12-16 02:01:00,in,,0.0,0.0,,amel lianst,menjadi manusia,36.0,9.0,178.0,0.0,False,,
"Mantap BIN, sisir daerah terpencil untuk korban gempa Cianjur, pray for cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/C8KnriiYTW",@AmelLianst,2022-12-16 02:00:58,in,,0.0,0.0,,amel lianst,menjadi manusia,36.0,9.0,178.0,0.0,False,,
@aryatamamangun  Keren memang cepat tanggap dalam membantu masyarakat #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINPeduliSesama #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/PrcGAqk2wN,@KimMill06064763,2022-12-16 01:42:56,in,,0.0,0.0,@aryatamamangun,Kim Miller,"Model, Content Creator, Lovely gf 💖",1459.0,51.0,29.0,0.0,False,,
@aryatamamangun  BIN siapkan nakes dan siapkan kebutuhan pokok korban gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINPeduliSesama #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/8stSBGtMbF,@KimMill06064763,2022-12-16 01:42:56,in,,0.0,0.0,@aryatamamangun,Kim Miller,"Model, Content Creator, Lovely gf 💖",1459.0,51.0,29.0,0.0,False,,
@aryatamamangun  BIN serahkan Bantuan Sembako dan pengobatan gratis bagi masyarakat terdampak Bencana Gempa Bumi Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/Pajtt14Soa,@KimMill06064763,2022-12-16 01:32:39,in,,0.0,0.0,@aryatamamangun,Kim Miller,"Model, Content Creator, Lovely gf 💖",1459.0,51.0,29.0,0.0,False,,
@aryatamamangun  Terima kasih bantuannya BIN sangat bermanfaat untuk masyarakat Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINPeduliSesama #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/rhHYoUbLWC,@KimMill06064763,2022-12-16 01:32:39,in,,0.0,0.0,@aryatamamangun,Kim Miller,"Model, Content Creator, Lovely gf 💖",1459.0,51.0,29.0,0.0,False,,
Terima kasih bantuannya BIN sangat bermanfaat untuk masyarakat Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINPeduliSesama #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/rhHYoUbLWC,@KimMill06064763,2022-12-16 01:18:16,in,,0.0,0.0,,Kim Miller,"Model, Content Creator, Lovely gf 💖",1459.0,51.0,29.0,0.0,False,,
@Jessica70147650  Terima kasih bantuannya BIN sangat bermanfaat untuk masyarakat Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINPeduliSesama #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/rhHYoUbLWC,@KimMill06064763,2022-12-16 01:12:51,in,,0.0,0.0,@Jessica70147650,Kim Miller,"Model, Content Creator, Lovely gf 💖",1459.0,51.0,29.0,0.0,False,,
@Jessica70147650  BIN bergerak untuk kemanusiaan. BIN peduli sesama. #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINPedulisesama #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/3SmbWH95ev,@KimMill06064763,2022-12-16 01:12:51,in,,0.0,0.0,@Jessica70147650,Kim Miller,"Model, Content Creator, Lovely gf 💖",1459.0,51.0,29.0,0.0,False,,
"Cianjur, 15 Desember 2022.
Pasca Gempa Cianjur PMI terus melakukan upaya penanganan kedaruratan yang salah satunya dengan Pendirian Huntara bagi penyintas #gempacianjur.
Relawan PMI Kab Tegal saat ini sedang pembuatan 10 unit huntara, donasi  Masyarakat  Tegal.
#pmiselalubantu https://t.co/0d3lgGf0OZ",@PMIKabTegal,2022-12-16 00:52:37,in,,1.0,1.0,,PMI Kabupaten Tegal,"Berkarakter, profesional, mandiri dan dicintai masyarakat.",6957.0,199.0,4774.0,6.0,False,,
