pos,neg,neu,compound,cleaned_comment
0.0,0.0,1.0,0.0,ratusan pengungsi korban gempa cianjur posko bantuan bin bantuan kemanusian binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,0.177,0.823,-0.4215,bin honda verza riders bandung gelar trauma healing anak anak korban gempa cianjur binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,0.128,0.872,-0.4215,trauma healing gtk kemenag ri pgm indonesia korban gempa cianjur alami guru madrasah cianjur traumahealing gempacianjur pgmindonesia perkumpulangurumadrasahindonesia gurumadrasahebat madrasahebatbermartabat
0.0,0.0,1.0,0.0,korban gempa cianjur bansos miliar kemenkumham rincianya bansos cianjur cianjurberduka bantuansosial kemenkumham
0.0,0.0,1.0,0.0,bin hebat pelayanan kesehatan warga terdampak gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,0.286,0.714,-0.8126,polri trauma healing anak anak tenda pengungsian pasca gempa cianjurpolri membantu pemulihan trauma treatment trauma healing korban anak anak ditenda pengungsian gempa cianjur kamis
0.0,0.0,1.0,0.0,bin sisir wilayah terpencil bantu masyarakat terdampak gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,0.0,1.0,0.0,sat brimob polda jabar bersihkan puing puing rumah masyarakat cugenang pasca gempa cianjur
0.0,0.0,1.0,0.0,bin peduli gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.351,0.0,0.649,0.802,mohon ijin share komandan bakti sosial kolaborasi polres purwakarta pt south pacific viscose korban gempa cianjur please like coment share subscribe
0.0,0.0,1.0,0.0,kilogram ikan nila segardibudidayakan membantu memulihkan perekonomian penyintas gempa cianjur pasca bencana
0.0,0.0,1.0,0.0,sahabat pasca gempa cianjur kuatkan ketahanan pangan pembangunan bank protein program mengencarkan budi daya ikan kampung pameungpeuk desa cijedil kecamatan cugenang kabupaten cianjur
0.138,0.0,0.862,0.34,rt membangunegri lahan seluas hektare ha disiapkan pemerintah korban gempa cianjur mbak sipon moana mahfudmulan de
0.0,0.0,1.0,0.0,ikbs serahkan bantuan korban gempa cianjur
0.0,0.0,1.0,0.0,jurnalrdn edisi alhamdulilah jurnal rdn edisi terbit mengangkat program peduli bencana gempa cianjur informasinya link magz pdf jurnalrdn lembagasosial
0.118,0.0,0.882,0.34,lahan seluas hektare ha disiapkan pemerintah korban gempa cianjur mbak sipon moana mahfudmulan demokrasi jihonandroid cinderelanatawinjokowi jokowipresidenku jokowihebat nkrimajubersamajokowi
0.21,0.14,0.65,0.1027,kankemenag cianjur terjunkan penyuluh pendamping lt em gt trauma healing lt em gt korban gempa cianjurselengkapnya
0.0,0.0,1.0,0.0,bnpb korban gempa cianjur terima bantuan rumah tempotekno
0.0,0.0,1.0,0.0,laznas al irsyad salurkan bantuan logistik penyintas gempa cianjurinfo selengkapnya kunjungi website sedekah infak pusat lembagazakat donatur berbagi
0.0,0.0,1.0,0.0,rumah direlokasi desa melewati garis patahan sesar cugenang rawan gempa
0.262,0.0,0.738,0.4939,pmi optimalkan layanan home care warga korban gempacianjur jawa barat
0.0,0.0,1.0,0.0,gubernur rohidin hasil pengalangan dana masyarakat bengkulu korban gempa cianjur fokus pembangunan fasilitas sarana publik
0.0,0.0,1.0,0.0,pembangunan rumah instan sederhana sehat korban gempa cianjur jawa barat ditargetkan rampung rumah selesai dibangun
0.0,0.189,0.811,-0.4215,pt alton yogantara perkasa salurkan bantuan dana csr trauma healing korban gempa cianjur
0.0,0.0,1.0,0.0,pastikan pembersihan puing rumah terdampak gempa cianjur selesai
0.0,0.0,1.0,0.0,kepala bnpb dampingi wapres ri tinjau penanganan gempa cianjur
0.0,0.0,1.0,0.0,bnpb pastikan pembersihan puing rumah dampak gempa cianjur selesai
0.0,0.0,1.0,0.0,musibah gempa cianjur bantuan mengalir deras korban terdampak persedian logistik sisa donasi bantuan pasca gempa sat menipis headline
0.0,0.0,1.0,0.0,jujur keknya real semenjak gempa cianjur
0.0,0.0,1.0,0.0,musibah gempa november jiwa pelayanan kesehatan pmi
0.0,0.0,1.0,0.0,pmi kaltara bangun sembilan huntara korban gempa cianjur
0.0,0.0,1.0,0.0,korban gempa cianjur diungsikan masjid al jabar biar cepat dibantu gub jabar
0.0,0.0,1.0,0.0,surabaya comunity touring sosialayo rek ben koyo remaja milenial sepeda motoran tujuan ngresmekno pondok pengajian nang lokasi korban gempa cianjur vila cisarua nginep tgl januari sing arep melok hubungi cak chandra salam
0.0,0.0,1.0,0.0,penyintas gempa cianjur sambut bahagia bantuan huntara ydsf
0.0,0.0,1.0,0.0,simak kisah relawan gempa cianjur masya alah terharu
0.0,0.0,1.0,0.0,rumah terdampak gempa cianjur zona patahan cugenang direlokasi lebaran ditempati
0.0,0.0,1.0,0.0,ratusan karang taruna bersihkan puing puing rumah rusak korban gempa cianjur mudah hambatan
0.0,0.0,1.0,0.0,lurah jatirangon forum rw bantuan korban gempa cianjur
0.0,0.0,1.0,0.0,bnpb rumah terdampak gempa cianjur jawa barat direlokasi
0.0,0.0,1.0,0.0,pemerintah kawasan relokasi kecamatan cilaku
0.0,0.0,1.0,0.0,bnpb pastikan pembersihan puing rumah gempa cianjur selesai kurun
0.0,0.0,1.0,0.0,bantuan rp juta hasil donasi pns tenaga kontrak lingkup pemprov sulbar publisherstory sulbarkini
0.0,0.0,1.0,0.0,mensos risma santunan korban gempa cianjur rp miliar
0.0,0.0,1.0,0.0,iphi muslimat nu tangsel serahkan bantuan korban gempa cianjur kotatangsel metrotangerang bantuan iphitangsel muslimatangsel
0.0,0.0,1.0,0.0,donasi gempa cianjur terimakasih politeknik insan husada surakarta donasi gempacianjur terkumpul rp donasi disalurkan langsung masyarakat terdampak gempa cianjur pmisolo pmiselalubantu pmisolobergeraklebih
0.0,0.0,1.0,0.0,bin lakukan bantuan kemanusian korban gempa cianjur
0.0,0.0,1.0,0.0,menhan prabowo subianto mendampingi presiden ri joko widodo mengunjungi pengungsi korban gempa cianjur meninjau rumah sakit sayang cianjur kunjungan rumah sakit sayang penanganan korban gempa pemersatuindonesia kerjasama
0.0,0.0,1.0,0.0,menteri pertahanan republik indonesia prabowo subianto turun langsung meninjau korban bencana gempa cianjur rsud sayang tenda pengungsipemersatuindonesia kerjasama
0.0,0.0,1.0,0.0,wakil presiden tinjau rumah relokasi korban gempa cianjur
0.0,0.0,1.0,0.0,mensos bantuan tenda pengungsi gempa cianjur
0.0,0.0,1.0,0.0,unit risha selesai dibangun desa sirnagalih kecamatan cilaku
0.0,0.0,1.0,0.0,lebaran huntap korban gempa cianjur beres dibangun
0.0,0.0,1.0,0.0,wapres titipkan pesan pemulihan dampak sosial ekonomi warga korban gempa cianjur diselesaikan terkait tingalnya pengungsi rohingya terdampar aceh digerakan elemen kemanusian keagaman
0.0,0.0,1.0,0.0,bnpb pastikan pembersihan puing terdampak gempa cianjur selesai
0.0,0.0,1.0,0.0,tuandanpuan wakil presiden meninjau langsung progres penanganan dampak gempa cianjur rabu bencana wapres ksp
0.0,0.0,1.0,0.0,cianjur dana mustadhafin menyalurkan bantuan anak anak terdampak gempa cianjur mengikuti
0.0,0.0,1.0,0.0,pembuatan hundar salah layanan utama layanan dijalankan muhamadiyah respon tangap darurat gempa cianjur selengkapnya relawan muhamadiyah gempa
0.0,0.0,1.0,0.0,bnpb pembersihan puing gempa cianjur selesai
0.0,0.0,1.0,0.0,wapres cek pembangunan huntap pupr korban gempa cianjur
0.0,0.0,1.0,0.0,bnpb bangun hunian korban gempa cianjur dibangun desa
0.0,0.0,1.0,0.0,puing gempa cianjur bersih bangun rumah lokasi situ
0.0,0.0,1.0,0.0,paket schol kit dikirimkan cianjurkamis lazismu jawa barat mengirimkan paket schol kit anak anak penyintas gempa cianjur paket hygiene kit pengungsi lainya
0.0,0.0,1.0,0.0,hinga seribu rumah dibersihkan
0.0,0.0,1.0,0.0,pemerintah bangun hunian korban gempa cianjur lokasi
0.0,0.0,1.0,0.0,bnpb fokus bersihkan puing puing rumah
0.0,0.0,1.0,0.0,warga korban gempa cianjur jawa barat menerima bantuan pembangunan rumah mengugurkan bantuan pemerintah
0.0,0.0,1.0,0.0,bnpb fokus bersihkan puing bangunan rumah warga terdampak gempa cianjur
0.0,0.0,1.0,0.0,pembersihan puing rumah terdampak gempa cianjur selesai pembersihan selesai warga membangun rumahnya lokasi
0.0,0.0,1.0,0.0,hunian relokasi gempa cianjur ditarget rampung lebaran
0.0,0.0,1.0,0.0,bantuan korban gempa cianjur digulirkan baznas tangsel pembangunan rehab rumah layak huni pemulihan pasca bencana gempa rehab rumah prioritas team btb kota tangsel meringankan beban korban
0.244,0.0,0.756,0.4939,bangun bank protein dompet dhuafa bantu kuatkan ketahanan pangan pasca gempa cianjur selengkapnya gt gt
0.0,0.0,1.0,0.0,pasang tenda kampung suka ratu buni kasih warung kondang cianjur berita gempa cianjur menghilang warga rumahnya hancur total butuh bernaung
0.0,0.0,1.0,0.0,mentri sosial tri rismaharini mengapresiasi membantu memulihkan korban gempa cianjur
0.0,0.0,1.0,0.0,bnpb pastikan pembersihan puing rumah terdampak gempa cianjur selesai
0.0,0.0,1.0,0.0,bnpb warga korban gempa cianjur terima bantuan rumah
0.0,0.0,1.0,0.0,pancasilais banget nih korban gempa cianjur dilarang terima bantuan rumah
0.0,0.0,1.0,0.0,bnpb korban gempa cianjur terima bantuan rumah
0.0,0.0,1.0,0.0,kementerian pekerjan perumahan rakyat pupr direktorat jenderal ditjen perumahan menargetkan hunian huntap relokasi masyarakat terdampak gempa cianjur rampung idul fitri
0.0,0.0,1.0,0.0,bnpb warga korban gempa cianjur jawa barat menerima bantuan pembangunan rumah kalangan organisasi kemanusian kecuali hunian mengugurkan bantuan pemerintahmedcomid
0.0,0.0,1.0,0.0,presiden ma ruf amin meninjau progres penanganan dampak gempa cianjur kunjungan ma ruf didampingi menteri sosial kepala bmkg santunan ahli waris simbolis keluarga total rp miliar
0.0,0.0,1.0,0.0,hunian korban gempa cianjur ditargetkan rampung lebaran idulfitri
0.0,0.0,1.0,0.0,mensos imbau ahli waris korban gempa cianjur berhemat manfatkan santunan
0.0,0.0,1.0,0.0,mantap
0.0,0.0,1.0,0.0,anak belajar sat bermain terdampak gempabumi cianjur
0.0,0.0,1.0,0.0,asar humanity penguin mengirimkan bantuan unit toren bantualirkanair korban gempa cianjur titik pengungsian semoga kepedulian menguatkan korban gempa pulih penguinpeduli gempacianjur
0.0,0.0,1.0,0.0,bnpb pastikan pembersihan puing akibat gempa cianjur selesai
0.0,0.0,1.0,0.0,hunian relokasi warga terdampak gempa cianjur ditargetkan rampung idulfitri
0.0,0.0,1.0,0.0,envi pres hasil hmtl open donasi gempa cianjur donasi terkumpul rp donasi disalurkan perhimpunan pelajar mahasiswa cianjur sugih mukti yogyakarta
0.0,0.0,1.0,0.0,update gempa cianjur kekuatan netizen geger keheranan
0.0,0.0,1.0,0.0,korban gempa cianjur terima bantuan rumah
0.0,0.0,1.0,0.0,gubernur serahkan bantuan rp miliar korban gempa cianjur bengkulutodaydotcom bengkulutoday beritabengkulu indonesia bengkulu mediaonline mediasiber gempacianjur
0.0,0.0,1.0,0.0,kpu tekankan integritas pk kepahiang dilantik bengkulutodaydotcom bengkulutoday beritabengkulu indonesia bengkulu mediaonline mediasiber
0.0,0.0,1.0,0.0,wapres tinjau progres penanganan pasca gempa cianjurikndorongpemeratan
0.0,0.0,1.0,0.0,sat target pembangunan tahap melebihi target sisanya pembangunan tahap optimis selesai sesuai target mingu ketiga januari direktur jenderal perumahan iwan suprijanto
0.0,0.0,1.0,0.0,efek gempa cianjur pergerakan lempeng kerak bumi berhenti mencapai keseimbangan hening
0.0,0.0,1.0,0.0,disiapkan lahan hektare relokasi korban gempa cianjur beritajogja jogja jogjaistimewa
0.0,0.0,1.0,0.0,mensos risma korban gempa cianjur berhemat lengkapcepatberitanya beritaterkini berita news beritanasional
0.0,0.0,1.0,0.0,tinjau progres penanganan pasca gempa cianjurikndorongpemeratan
0.0,0.0,1.0,0.0,wakil presiden wapres ma ruf amin meninjau langsung progres penanganan dampak gempa cianjur rabu ikndorongpemeratan
0.0,0.0,1.0,0.0,wapres ma ruf amin meninjau progres penanganan pasca gempa cianjur santunan ahli waris ahli waris korban meningal duniaikndorongpemeratan
0.0,0.0,1.0,0.0,wapres ma ruf amin tinjau progres penanganan pasca gempa cianjurikndorongpemeratan
0.0,0.0,1.0,0.0,wapres ri kyai ma ruf amintinjau progres penanganan pasca gempa cianjurikndorongpemeratan
0.0,0.0,1.0,0.0,korban gempa cianjur terima rp juta bangun hunian darurat
0.0,0.0,1.0,0.0,korban gempa cianjur wapres ma ruf bantuan
0.0,0.0,1.0,0.0,korban gempa cianjur dilarang terima bantuan rumah berita terkini yogyakarta
0.0,0.0,1.0,0.0,rekor mute akun tuh kayaknya musibah gempa cianjur
0.0,0.0,1.0,0.0,bantuan rekonstruksi pesantren terdampak diserahkan wapres ketua baznas
0.0,0.084,0.916,-0.3182,langsung dibilang anti masjid hadeh noh liat cianjur noh skrg bangun masjid daerah bencana kemarin pemerintah kamana sugantehpinter berita aja uang donasi bapenda urunan pegawai asn
0.079,0.0,0.921,0.2263,rumah bangkit mandiri bangun rumah cianjurmari laznas al irsyad membangun rumah korban gempa cianjur biaya jt unit sahabat menunaikan zakat sedekah rp konfirmasi
0.0,0.0,1.0,0.0,wares ma ruf amin tinjau progres penanganan pasca gempa cianjurikndorongpemeratan
0.0,0.0,1.0,0.0,gw warga jabar baiknya kepala daerah dana untk penangulangan bencana porsi apbd sehinga sat kejadian gak istilah gagap bencana cth gempa cianjur masuk akal inget heboh climate change
0.0,0.0,1.0,0.0,salah positif lihat rasakan gempa cianjur terungkapnya kebobrokan penanganan penangulangan pemerintah kabupaten cianjur
0.0,0.0,1.0,0.0,korupsi bansos kader pdipkorupsi gempa cianjur kader pdipbaznas kader pdiperasan doyan bener menyelewengkan dana bantuan
0.0,0.0,1.0,0.0,video dinarasikan korupsi bansos korban gempa cianjur
0.0,0.0,1.0,0.0,pesantren terdampak gempa cianjur bantuan rekonstruksi baznas
0.0,0.0,1.0,0.0,pengungsi gempa cianjur curhat wapres
0.0,0.0,1.0,0.0,wapres serahkan bantuan pesanten terdampak gempa cianjur
0.0,0.0,1.0,0.0,biar main sinetron tp menjalankan kewajibanya sbg pemimpin beliau bgt turun lokasi gempa cianjur kecelakan bekasi msh byk lg msh dr pemimpin
0.0,0.0,1.0,0.0,bnpb warga korban gempa cianjur terima bantuan rumah kecuali hunian
0.255,0.0,0.745,0.34,pemerintah siapkan lahan ha relokasi korban gempa cianjur
0.0,0.0,1.0,0.0,kang rk mg sgt pandai berkelit pdhl msh gubernur jabar msh byk urus korban gempa cianjur depok maja
0.0,0.0,1.0,0.0,gempa cianjur kemarin krn aktivitas krakatau kah
0.0,0.0,1.0,0.0,dah unpolo bantuan gempa cianjur gak respek blas
0.0,0.0,1.0,0.0,kostrad bantu rehabilitasi rekontruksi korban gempa cianjur
0.109,0.0,0.891,0.5106,ngamatin diliatin orang wudu bocil dagang plng malu tuh kating beda fakultas lg nyari sumbangan gempa cianjur kalo dinget inget lg such fun memories ni klmpok ngamatin masjid
0.0,0.0,1.0,0.0,trending update gempa cianjur korban meningal jiwa orang hilang
0.0,0.0,1.0,0.0,bantuan korban gempa malang jatim pd april aja infonya barusan aja geser malang tp blm tersalurkan korban korban gempa cianjur semoga aja realisasi saudara korban terbantukan
0.0,0.0,1.0,0.0,sony salurkan bantuan dolar as korban gempa cianjur
0.0,0.0,1.0,0.0,infososialdampingi wapres mensos saksikan penyaluran santunan korban gempa cianjurselengkapnya
0.0,0.0,1.0,0.0,penyusunan rp gempa cianjur terkendala dokumen jitupasna
0.0,0.0,1.0,0.0,pasca gempa cianjur kementerian pupr percepat pembangunan rumah warga gempacianjur
0.0,0.0,1.0,0.0,kemenag jabar kayaknya menolong korban gempa cianjur
0.0,0.0,1.0,0.0,kostrad bantu rehabilitasi rekonstruksi korban gempa cianjur
0.0,0.0,1.0,0.0,kepala bnpb pembangunan rumah korban gempa cianjur bertahap
0.0,0.0,1.0,0.0,kemenag jabar bantuan kpda korban gempa cianjur salut bgt
0.0,0.0,1.0,0.0,pt sony salurkan rp juta bantu gempa cianjur
0.0,0.0,1.0,0.0,korban gempa cianjur sgt terbantu kepedulian bantuan kemenag jabar
0.0,0.0,1.0,0.0,kepedulian patut dibangakan patut contoh bantuan kemenag jabar sgt warga korban gempa cianjur
0.0,0.0,1.0,0.0,senang terharu saudara korban gempa cianjur bantuan kemenag jabar
0.0,0.0,1.0,0.0,wujud nyata kepedulian kemenag jabar asn kemenag ri dgn bantuan bermanfat korban gempa cianjur
0.0,0.0,1.0,0.0,salut kemenag jabar udh manfat bnyk utk korban gempa cianjur
0.0,0.0,1.0,0.0,kementerian pupr pembangunan unit rumah relokasi warga korban gempa cianjur tuntas januari
0.0,0.0,1.0,0.0,aksi relawan mandiri himpunan alumni ipb university bangun mushola warga korban bencana gempa cianjur
0.0,0.0,1.0,0.0,alumni ipb university peduli bencana serahkan bantuan unit rhs korban gempa cianjur
0.0,0.0,1.0,0.0,bantuan donasi asn kemenag jabar acara amal bermanfat korban gempa cianjur semoga lindungan alah
0.0,0.0,1.0,0.0,bengkulu korban gempa cianjur fokus pembangunan fasilitas sarana publik
0.0,0.0,1.0,0.0,alhamdulilah terbantu banget korban gempa cianjur bantuan kemenag jabar terimakasih
0.0,0.0,1.0,0.0,mengalami gempa cianjur kemarin orang panik khawatir disana semoga sehat aman saudara disana
0.0,0.0,1.0,0.0,bantuan kemenag jabar semoga korban terdampak gempa cianjur bangkit beraktivitas
0.0,0.0,1.0,0.0,alhamdulilah semoga bantuan kemenag jabar meringankan pinyintas gempa cianjur bermanfat berkah
0.0,0.0,1.0,0.0,bantuan kemenag jabar semoga membantu penyintas gempa cianjur
0.0,0.0,1.0,0.0,mantap bentuk tangung kemenag jabar membantu korban gempa cianjur
0.0,0.0,1.0,0.0,wapres bantuan logistik korban gempa cianjur news mediainformasi kamidi opsiminfo
0.0,0.0,1.0,0.0,kemenag jabar solusi banget korban gempa cianjur semoga cianjur pulih
0.0,0.0,1.0,0.0,bantuan bnpb korban gempa cianjur terancam gugur warga terima bantuan
0.0,0.0,1.0,0.0,kinerja kemenag jabar patut diapresiasi banget kepedulian tingi korban gempa cianjur kesulitan teratasi
0.179,0.0,0.821,0.34,arm ha ipb university wmi serahkan unit rumah huni korban gempa cianjur
0.0,0.0,1.0,0.0,donasi korban gempa cianjur kepedulian asn korban diserahkan kemenag jabar dimanfatkan masyarakat
0.0,0.0,1.0,0.0,korban gempa cianjur terbantu kepedulian kemenag jabar
0.0,0.0,1.0,0.0,dp serahkan hunian logistik korban gempa cianjur hunian simbolis korban gempa cianjur rumahnya dihuni tanah disaksikan ketua dpw
0.0,0.0,1.0,0.0,pangil mak cucum beliau salah penyintas gempa cianjur pengungsian musibah nama disamarkan melindungi identitas penerima manfat
0.0,0.0,1.0,0.0,salut kemenag jabar udh manfat korban gempa cianjur
0.0,0.0,1.0,0.0,pemberian bantuan rumah rusak korban gempa cianjur memasuki tahap ketiga januari sisanya menyusul februari kunjungan wapres amin penanganan warga relokasi rumah berjalan polhuk adadikompas
0.0,0.0,1.0,0.0,rumah relokasi korban gempa cianjur rampung idul fitri
0.0,0.0,1.0,0.0,pemerintah kebut rekonstruksi rumah korban gempa cianjur tni polri bnpb rumah
0.0,0.0,1.0,0.0,semoga berkah yah kemenag jabar warga korban gempa cianjur terimakasih bantuanya
0.0,0.0,1.0,0.0,pemberian bantuan rumah rusak korban gempa cianjur memasuki tahap ketiga januari sisanya menyusul februari kunjungan wapres amin penanganan warga relokasi rumah berjalan adadikompas
0.0,0.0,1.0,0.0,salut kemenag jabar bantuan korban gempa cianjur terimakasih
0.263,0.0,0.737,0.3612,thank you kemenag jabar bantu korban gempa cianjur
0.0,0.0,1.0,0.0,huntap relokasi warga terdampak gempa cianjur ditarget rampung idul fitri
0.0,0.118,0.882,-0.34,kemenag jabar menyalurkan bantuan guru madrasah terdampak gempa cianjur gempa cianjur keprihatinan mendalam peristiwa indonesia wilayah ring of fire
0.0,0.0,1.0,0.0,ma ruf menyalurkan santunan simbolis enam ahli waris perwakilan keluarga korban meningal total santunan rp miliar kumparanews
0.0,0.0,1.0,0.0,apresiasi banget gerak cepat kemenag jabar membantu korban gempa cianjur
0.0,0.0,1.0,0.0,kemenag jabar keren mempresentasikan kepedulian turun membantu korban gempa cianjur
0.0,0.0,1.0,0.0,kemenag jabar menyalurkan bantuan guru madrasah terdampak gempa cianjur
0.0,0.0,1.0,0.0,gempa cianjur risma kemensos mengerahkan personel ditambah relawan tagana orang relawan tagana berasal daerah indonesia
0.0,0.0,1.0,0.0,kemenag jabar sigap bnget bantu korban gempa cianjur
0.0,0.0,1.0,0.0,aksi kemanusian hwk ditengah bencana gempa cianjur
0.0,0.0,1.0,0.0,kepala bidang kedaruratan logistik badan penangulangan bencana daerah bpbd cianjur asep sudrajat sat stok logistik menutupi kebutuhan warga korban gempa
0.0,0.0,1.0,0.0,kemenag jabar meringankan beban korban gempa cianjur alhamdulilah
0.0,0.0,1.0,0.0,kemenag jabar bantuan korban gempa cianjur semoga meringankan beban
0.0,0.0,1.0,0.0,terima kasih kemenag jabar peduli korban gempa cianjur
0.0,0.0,1.0,0.0,terkesan kemenag jabar membantu korban gempa cianjur
0.0,0.0,1.0,0.0,terima kasih kepedulian solidaritas kemenag jabar dlm membantu korban gempa cianjur
0.0,0.0,1.0,0.0,bersyukur krn kemenag jabar korban gempa cianjur dpt bantuan
0.0,0.0,1.0,0.0,wujud kepedulian nyata kemenag jabar semoga bermanfat semoga ketabahan korban gempa cianjur
0.0,0.0,1.0,0.0,nasionalkiai ma ruf serahkan bantuan pesantren terdampak gempa cianjur khasanahpetang
0.0,0.0,1.0,0.0,semoga bantuan keyword kemenag jabar membantu korban gempa cianjur
0.0,0.0,1.0,0.0,kemenag jabar patut contoh semoga bantuan bermanfat korban gempa cianjur
0.0,0.0,1.0,0.0,terima kasih kemenag jabar membantu korban gempa cianjur
0.0,0.0,1.0,0.0,patut diapresiasi kemenag jabar membantu korban gempa cianjur
0.0,0.0,1.0,0.0,sinergitas mui baznas dmi kota tangerang bangun masjid terdampak gempa cianjur
0.0,0.0,1.0,0.0,wapres ma ruf amin yinjau penanganan pasca gempa cianjur cianjur wapres penanganan gempa pasca penyaluranbantuan
0.0,0.0,1.0,0.0,kemenag jabar peduli korban gempa cianjur
0.0,0.0,1.0,0.0,ditinjau wapres ma ruf amin rumah tahan gempa cianjur tuntas lebaran
0.0,0.0,1.0,0.0,kisah menarik sosok prabowo subianto mengunjungi lokasi terdampak gempa cianjur erupsi gunung semeru menteri pertahanan ri pimpinan partai politik prabowopemersatu kerjasama
0.0,0.0,1.0,0.0,kisah prabowo gempa cianjur erupsi gunung merapi prabowopemersatu kerjasama
0.0,0.0,1.0,0.0,hinga pmi kota depok mengerahkan relawanya membantu penyintas gempa cianjur membutuhkan bantuan penyintas gempa cianjur dilupakan pmi kota depok kirim relawan bantuancianjur
0.0,0.0,1.0,0.0,alhamdulilah wakil presiden ri prof dr kh ma ruf amin baznas menyerahkan bantuan rekonstruksi pondok pesantren ponpes terdampak gempa cianjur baznas zakat gempa gempacianjur
0.0,0.0,1.0,0.0,kisah prabowo gempa cianjur erupsi gunung merapi akm kompasianers prabowopemersatu kerjasama
0.0,0.0,1.0,0.0,perjuangan tim relawan menyalurkan bantuan pasangan lansia korban gempa cianjur selasa januari cianjur pulih cianjur bangkit
0.0,0.0,1.0,0.0,konteks bencana reportase mengedepankan jurnalisme empati ditemui berita
0.0,0.0,1.0,0.0,peristiwa bancana alam gempa cianjur erupsi gunung semeru pandemi covid dl hinga peristiwa keberhasilan pemerintah menyelengarakan perhelatan dunia prabowopemersatu kerjasama
0.0,0.0,1.0,0.0,bangun rumah terdampak gempa cianjurumah hancur dimanfatkan insyalah
0.0,0.0,1.0,0.0,wapres ri kunjungi korban gempa cianjur bantuan rekontruksi pondok pesantren
0.0,0.333,0.667,-0.3612,ip sore gempa cianjur indah sorenya
0.0,0.0,1.0,0.0,wapres ma ruf amin terima keluhan korban gempa cianjur bantuan
0.0,0.0,1.0,0.0,cianjur polri bantuan sembako korban bencana gempa cianjur pengungsian rabu bhabinkamtibmas
0.0,0.0,1.0,0.0,wapres serahkan bantuan senilai rp miliar keluarga korban gempa cianjur
0.0,0.0,1.0,0.0,yayasan salurkan bantuan cianjur
0.0,0.237,0.763,-0.4215,kemenag fokuskan bantuan pemulihan trauma anak anak korban gempa cianjurselengkapnya
0.0,0.0,1.0,0.0,tinjau penanganan dampak gempa cianjur wapres tegaskan pembangunan hunian dituntaskan coverbothside
0.0,0.0,1.0,0.0,bangunan strukturnya rusak tahan gempa dibangun
0.0,0.0,1.0,0.0,wapres ma ruf amin kunjungi korban gempa cianjur
0.0,0.0,1.0,0.0,wapres ma ruf serahkan bantuan pesantren terdampak gempa cianjur
0.0,0.0,1.0,0.0,wapres serahkan bantuan rp miliar korban gempa cianjur
0.0,0.0,1.0,0.0,gotong royong membantu korban gempa cianjur
0.0,0.0,1.0,0.0,wapres ma ruf amin terima keluhan korban gempa cianjur bantuan kondisi presiden ente kebanyakan janji kyai
0.0,0.0,1.0,0.0,semoga bantuanya bermanfat korban gempa cianjur
0.0,0.0,1.0,0.0,terimakasih kemenag ri membantu korban gempa cianjur
0.0,0.0,1.0,0.0,wapres ma ruf amin terima keluhan korban gempa cianjur bantuan kondisi
0.0,0.0,1.0,0.0,sony berbagi tali asih dolar as pemulihan korban gempabumi cianjur jawabarat cianjur
0.0,0.0,1.0,0.0,kemenag jabar terimakasih asn kemenag indonesia bantuan korban gempa cianjur disalurkan berhak semoga bantuan bermanfat membantu masyarakat terdampak gempa cianjur
0.107,0.12,0.773,-0.0772,penghulu penyuluh agama islam mendampingi penyintas gempa cianjur pendampingan trauma healing penghulu penyuluh optimal pendampingan penyintas gempa cianjur kemenag jabar
0.0,0.0,1.0,0.0,akibat gempa cianjur bangunan rusak kantor kemenag kakanwil cianjur tim arsiparis ditjen bima islam kemenag ri tim penyelamatan dokumen dokumen akta dokumen kedinasan lainya kemenag jabar
0.0,0.0,1.0,0.0,memperingati amal bhakti kemenag ri bantuan disalurkan korban gempa cianjur amanah diterima langsung kakanwil jabar semoga bermanfat korban kemenag jabar
0.0,0.0,1.0,0.0,kemenag jabar peduli korban gempa cianjur bentuk nyata kepedulian selurub asn kemenag ri membantu meringankan beban korban bencana gempa cianjur kemenag ri bantuan bermanfat korban kakanwil jabar
0.0,0.0,1.0,0.0,wakil presiden ma ruf amin menerima keluhan pengungsi terdampak bencana gempa bumi desa cijedil kecamatan cugenang kabupaten cianjur jawa barat
0.0,0.0,1.0,0.0,korban gempa cianjur wapres ma ruf bantuan gempacianjur
0.0,0.0,1.0,0.0,ma ruf amin menyerahkan santunan ahli waris korban meningal dunia gempa cianjur
0.0,0.091,0.909,-0.4215,kinerja kepolisian membantu korban gempa cianjurmayoritas percaya percaya kepolisian membantu evakuasi warga korban bencana dapur mengirim bantuan hinga daerah terpencil membantu memulihkan trauma warga korban bencana gempa bumi tersbeut
0.0,0.0,1.0,0.0,subhanalah apresiasi pink pejuang kemanusianuntuk rakyat korban gempa cianjur
0.0,0.0,1.0,0.0,bantuan pemerintah rakyat kaltim bentuk kebersaman
